,Cell_ID,Age,Development,BrainArea,CellTarget,CellType,CellLayer,RMP,Rin,Tau,Rheobase,AP_Threshold,AP_Height,AP_HalfWidth,AP_AHP,MaxFiringFrequency,AdaptationIndex,VoltageSag,IntrinsicProfile,
271,SA96.4,10,P9-P13,S1BF,LHX6,PV,4,-64.59998096,119.9090843,-6.649207639,167.4187935,-26.42822266,57.28149414,0.00125,17.8527832,64,1.618336887,4.390045166,FS_Ih,
272,SA96.5,10,P9-P13,S1BF,LHX6,PV,5,-61.74838693,227.8337204,0.036504886,61.79026956,-33.53881836,44.2199707,0.00135,12.54272461,94,1.258064516,5.955322266,FS_Ih,
273,SA99.1,15,P14-P18,S1BF,Pyramidal,Pyr,4,-80.55350009,241.4149601,0.050627652,23.00558659,-31.28051758,62.86621094,0.0019,8.148193359,30,1.987573578,3.938476563,RS_Ih,
274,SA99.2,15,P14-P18,S1BF,Pyramidal,Pyr,4,-75.82401673,352.6338645,0.046221939,21.45557351,-35.79711914,44.18945313,0.0027,3.051757813,30,1.714150943,2.441192627,RS_Ih,
275,SA99.3,15,P14-P18,S1BF,SSTCre,FS,4,-67.74219362,186.2789555,0.04067974,98.13235294,-31.64672852,55.48095703,0.0007,21.484375,100,1.285714286,2.320526123,FS_Ih,
276,SX23.3,13,P14-P18,V1,Pyramidal,Pyr,4,-71.02181803,551.4987645,0.103102568,6.145631068,-37.44506836,54.44335938,0.00335,1.037597656,30,1.260543245,0.878723145,RS,
277,SX23.4,13,P14-P18,V1,Pyramidal,Pyr,4,-68.11715088,611.1299272,0.228077412,16.61603376,-34.94262695,65.4296875,0.00275,2.227783203,30,0.960159363,0.703948975,RS,
278,SX23.5,13,P14-P18,V1,Pyramidal,Pyr,4,-80.28929647,555.3800086,0.067510721,17.11737089,-36.68212891,56.94580078,0.00305,4.180908203,40,1.276534296,1.821868896,RS,
279,SX34.1,7,P5-P8,V1,LHX6,ND,23,-65.14882134,1305.876872,0.052812443,19.4,-35.30883789,44.52514648,0.00225,10.92529297,56,1.366972477,0.224365234,FS,
280,SX34.2,7,P5-P8,V1,Pyramidal,Pyr,4,-51.16781855,1067.648001,0.429200292,9,-29.32739258,54.10766602,0.003,5.584716797,16,1.433808554,0.761291504,RS,
281,SX34.3,7,P5-P8,V1,LHX6,PV,4,-52.27878106,198.7719299,-0.277374049,61,-37.96386719,49.22485352,0.0021,8.636474609,68,1.25921522,0.460327148,FS,
282,SX34.4,7,P5-P8,V1,LHX6,PV,4,-65.92684326,1338.657837,0.033943994,19.83298539,-28.28979492,46.75292969,0.00185,22.24731445,52,1.186477644,0.306488037,FS,
283,SX35.1,9,P9-P13,V1,Pyramidal,Pyr,4,-67.45289103,584.2293664,0.021604094,13.53146853,-29.38842773,56.61010742,0.00295,7.202148438,30,1.54893617,3.396911621,RS,
284,SX35.2,9,P9-P13,V1,Pyramidal,Pyr,4,-61.84949453,874.3336768,0.044035659,8.571428571,-26.45874023,55.90820313,0.00275,10.19287109,30,1.172234595,8.105102539,RS,
285,SX35.3,9,P9-P13,S1BF,LHX6,PV,4,-70.01543485,221.595781,0.021137623,89,-34.1796875,50.29296875,0.0014,12.66479492,78,1.486206897,11.58917236,FS_veryAdapting???_Ih,
286,SX35.4,9,P9-P13,S1BF,Pyramidal,Pyr,4,-60.74946636,675.8091524,0.139515951,19.34482759,-28.77807617,56.09130859,0.00245,6.195068359,30,1.241254524,5.226409912,RS_Ih,
287,SX35.5,9,P9-P13,S1BF,Pyramidal,Pyr,4,-66.18385881,599.5525814,0.040391018,28.6,-28.68652344,61.30981445,0.00225,9.338378906,26,1.484770263,6.577484131,RS_Ih,
288,SX35.6,9,P9-P13,S1BF,LHX6,SST,4,-67.39795937,738.4329379,0.048481986,9.166666667,-33.41674805,60.42480469,0.0015,14.31274414,72,1.412979351,6.673675537,RS??,
289,SX35.7,9,P9-P13,V1,LHX6,PV,4,-60.13802089,605.0477307,0.125159727,15.45454545,-32.98950195,46.56982422,0.0019,20.08056641,58,1.080769231,0.489746094,FS,
290,SX35.8,9,P9-P13,V1,Pyramidal,Pyr,4,-68.37070031,819.8407527,0.045218004,11.47058824,-41.22924805,56.76269531,0.0023,5.798339844,60,1.242038217,2.2449646,RS,
291,SX39.2,11,P9-P13,V1,Pyramidal,Pyr,4,-73.19425963,479.9125084,0.091756951,9.545454545,-34.08813477,68.6340332,0.0023,7.690429688,34,1.291149711,0.347320557,RS,X
292,SX39.3,11,P9-P13,V1,Pyramidal,Pyr,4,-67.57855887,696.5567901,0.127175481,7.5,-35.18676758,63.32397461,0.00285,5.737304688,34,1.187362234,0.275268555,RS,
293,SX39.4,11,P9-P13,S1BF,Pyramidal,Pyr,4,-67.20329912,361.9521033,0.190279806,15,-33.66088867,62.7746582,0.0017,4.913330078,22,1.859723698,3.176849365,RS_Ih,
294,SX39.5,11,P9-P13,S1BF,Pyramidal,Pyr,4,-69.39889168,493.934891,0.086826891,13.33333333,-32.77587891,50.99487305,0.00235,3.051757813,36,5.066366704,4.157745361,RS_Ih_Bursting,
295,SX39.6,11,P9-P13,S1BF,Pyramidal,Pyr,4,-66.46242782,569.8712833,0.0658956,8,-31.37207031,70.73974609,0.00175,8.178710938,42,1.75669383,2.329498291,RS_Ih,
296,SX44.2,16,P14-P18,S1BF,LHX6,PV,4,-54.20989797,237.5369523,0.805817417,20,-42.02270508,68.02368164,0.0009,16.29638672,106,1.168888889,2.211242676,FS,
297,SX44.3,16,P14-P18,S1BF,SSTCre,SST,4,-52.13621573,390.6955119,-2.09553193,53.5,-33.99658203,66.49780273,0.00115,5.676269531,54,1.596629213,10.03677368,NFS_Ih,
298,SX47.1,17,P14-P18,S1BF,Pyramidal,Pyr,4,-70.4349265,251.5597054,-1.129783079,45,-28.86962891,57.43408203,0.00165,7.049560547,34,1.490471414,8.826660156,RS_Ih_Bursting,
299,SX47.2,17,P14-P18,S1BF,Pyramidal,Pyr,4,-76.66857409,183.8586652,0.279526538,75,-33.26416016,62.62207031,0.0017,5.035400391,16,13.83679525,1.877807617,RS_Ih,
300,SX49.1,17,P14-P18,S1BF,LHX6,PV,4,-67.50583992,63.15697523,0.006505506,320.4187002,-67.74902344,90.8203125,0.00065,-12.11547852,194,0.326879271,3.132141113,FS_Ih,
301,SX49.2,17,P14-P18,S1BF,LHX6,PV,4,-70.7592691,81.91094705,-1.155864052,185.8888889,-34.1796875,51.45263672,0.00055,17.27294922,132,1.053719008,3.096710205,FS_Ih,
302,SX67.1,17,P14-P18,S1BF,LHX6,SST,4,-62.99999895,296.8864631,0.071589702,20,-47.60742188,68.17626953,0.0013,5.401611328,66,1.362582781,6.988830566,NFS_ADP_Ih,
